nohup: ignoring input
{'R': 54000,
 'alpha': 10.0,
 'batch_size': 256,
 'cq_lambda': 0.0,
 'dataset': 'cifar10',
 'decay_step': 5000,
 'device': '/gpu:0',
 'finetune_all': True,
 'img_db': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/database.txt',
 'img_model': 'alexnet',
 'img_te': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/test.txt',
 'img_tr': '/home/chenshen/Projects/Hash/DeepHash/CY-DeepHash/data/cifar10/train.txt',
 'label_dim': 10,
 'learning_rate': 5e-05,
 'learning_rate_decay_factor': 0.5,
 'log_dir': 'tflog',
 'loss_type': 'cross_entropy',
 'max_iter': 2000,
 'model_weights': '../../DeepHash/architecture/pretrained_model/reference_pretrain.npy',
 'output_dim': 32,
 'save_dir': './models/',
 'val_batch_size': 100}
initializing
launching session
loading img model from ../../DeepHash/architecture/pretrained_model/reference_pretrain.npy
['hash_layer', 'fc6', 'fc7', 'conv3', 'conv2', 'conv1', 'conv5', 'conv4']
img model loading finished
Initializing Dataset
Dataset already
2019-05-04 21:15:24.259166 #train# start training
2019-05-04 21:15:38.688765 #train# step    1, loss = inf, cross_entropy loss = inf, 8.0 sec/batch
2019-05-04 21:21:21.175245 #train# step  247, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:22.520060 #train# step  248, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:23.841677 #train# step  249, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:25.175103 #train# step  250, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:26.502411 #train# step  251, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:27.845723 #train# step  252, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:29.226435 #train# step  253, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:30.619429 #train# step  254, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:32.020762 #train# step  255, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:21:33.379089 #train# step  256, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:34.708948 #train# step  257, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:36.059610 #train# step  258, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:37.418735 #train# step  259, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:38.781607 #train# step  260, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:40.159306 #train# step  261, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:41.571273 #train# step  262, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:21:42.908536 #train# step  263, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:44.256849 #train# step  264, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:45.553094 #train# step  265, loss = nan, cross_entropy loss = inf, 1.2 sec/batch
2019-05-04 21:21:46.899603 #train# step  266, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:48.220321 #train# step  267, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:49.562998 #train# step  268, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:50.888857 #train# step  269, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:52.291465 #train# step  270, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:21:53.683365 #train# step  271, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:55.136574 #train# step  272, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:21:56.483434 #train# step  273, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:57.825114 #train# step  274, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:21:59.151267 #train# step  275, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:00.503289 #train# step  276, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:01.843690 #train# step  277, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:03.165507 #train# step  278, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:04.499294 #train# step  279, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:05.834132 #train# step  280, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:07.162154 #train# step  281, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:08.501184 #train# step  282, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:09.827767 #train# step  283, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:11.171983 #train# step  284, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:12.502922 #train# step  285, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:13.832878 #train# step  286, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:15.149729 #train# step  287, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:16.480702 #train# step  288, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:17.799811 #train# step  289, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:19.118972 #train# step  290, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:20.441609 #train# step  291, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:21.772110 #train# step  292, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:23.080238 #train# step  293, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:24.424560 #train# step  294, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:25.750123 #train# step  295, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:27.091274 #train# step  296, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:28.418035 #train# step  297, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:29.747402 #train# step  298, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:31.063533 #train# step  299, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:32.406498 #train# step  300, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:33.726806 #train# step  301, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:35.054222 #train# step  302, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:36.371267 #train# step  303, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:37.696840 #train# step  304, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:39.008810 #train# step  305, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:40.310764 #train# step  306, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:41.614594 #train# step  307, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:42.922092 #train# step  308, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:44.233024 #train# step  309, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:45.562821 #train# step  310, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:46.860697 #train# step  311, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:48.186145 #train# step  312, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:49.493606 #train# step  313, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:50.819810 #train# step  314, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:52.131692 #train# step  315, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:53.451392 #train# step  316, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:54.741213 #train# step  317, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:56.067351 #train# step  318, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:57.378665 #train# step  319, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:22:58.703123 #train# step  320, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:00.012052 #train# step  321, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:01.338654 #train# step  322, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:02.663740 #train# step  323, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:03.990099 #train# step  324, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:05.343528 #train# step  325, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:06.704707 #train# step  326, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:08.064012 #train# step  327, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:09.471790 #train# step  328, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:23:10.803211 #train# step  329, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:12.147705 #train# step  330, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:13.487215 #train# step  331, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:14.825841 #train# step  332, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:16.164168 #train# step  333, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:17.501207 #train# step  334, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:18.833465 #train# step  335, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:20.168708 #train# step  336, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:21.497407 #train# step  337, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:22.840827 #train# step  338, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:24.165730 #train# step  339, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:25.502775 #train# step  340, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:26.831350 #train# step  341, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:28.174370 #train# step  342, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:29.496711 #train# step  343, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:30.826180 #train# step  344, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:32.143558 #train# step  345, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:33.487458 #train# step  346, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:34.817821 #train# step  347, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:36.133499 #train# step  348, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:37.451788 #train# step  349, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:38.772683 #train# step  350, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:40.095303 #train# step  351, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:41.410124 #train# step  352, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:42.718008 #train# step  353, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:44.041788 #train# step  354, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:45.358568 #train# step  355, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:46.686852 #train# step  356, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:47.979796 #train# step  357, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:49.310757 #train# step  358, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:50.627435 #train# step  359, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:51.948061 #train# step  360, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:53.263882 #train# step  361, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:54.589194 #train# step  362, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:55.902032 #train# step  363, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:57.198225 #train# step  364, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:23:58.472628 #train# step  365, loss = nan, cross_entropy loss = inf, 1.2 sec/batch
2019-05-04 21:23:59.804730 #train# step  366, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:01.107590 #train# step  367, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:02.438605 #train# step  368, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:03.713136 #train# step  369, loss = nan, cross_entropy loss = inf, 1.2 sec/batch
2019-05-04 21:24:05.041313 #train# step  370, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:06.347889 #train# step  371, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:07.670712 #train# step  372, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:09.013339 #train# step  373, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:10.359721 #train# step  374, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:11.700986 #train# step  375, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:13.124860 #train# step  376, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:24:14.473781 #train# step  377, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:15.813652 #train# step  378, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:17.141717 #train# step  379, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:18.474843 #train# step  380, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:19.793066 #train# step  381, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:21.121700 #train# step  382, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:22.455205 #train# step  383, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:23.780297 #train# step  384, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:25.108362 #train# step  385, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:26.456361 #train# step  386, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:27.795363 #train# step  387, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:29.134514 #train# step  388, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:30.463708 #train# step  389, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:31.802405 #train# step  390, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:33.136263 #train# step  391, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:34.474484 #train# step  392, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:35.811301 #train# step  393, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:37.130426 #train# step  394, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:38.446156 #train# step  395, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:39.777554 #train# step  396, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:41.085780 #train# step  397, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:42.466241 #train# step  398, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:43.807919 #train# step  399, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:45.147136 #train# step  400, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:46.483383 #train# step  401, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:47.811396 #train# step  402, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:49.120266 #train# step  403, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:50.445036 #train# step  404, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:51.760854 #train# step  405, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:53.098659 #train# step  406, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:54.415341 #train# step  407, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:55.749407 #train# step  408, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:57.070273 #train# step  409, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:58.396113 #train# step  410, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:24:59.695273 #train# step  411, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:01.027293 #train# step  412, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:02.333511 #train# step  413, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:03.660476 #train# step  414, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:04.968754 #train# step  415, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:06.301400 #train# step  416, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:07.620248 #train# step  417, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:09.000560 #train# step  418, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:10.375964 #train# step  419, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:11.763129 #train# step  420, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:13.073612 #train# step  421, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:14.416891 #train# step  422, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:15.815985 #train# step  423, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:17.260698 #train# step  424, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:25:18.598585 #train# step  425, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:19.937153 #train# step  426, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:21.280186 #train# step  427, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:22.651332 #train# step  428, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:24.052465 #train# step  429, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:25.471822 #train# step  430, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:25:26.809241 #train# step  431, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:28.167070 #train# step  432, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:29.503687 #train# step  433, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:30.846652 #train# step  434, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:32.185214 #train# step  435, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:33.545229 #train# step  436, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:34.880512 #train# step  437, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:36.207268 #train# step  438, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:37.541947 #train# step  439, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:38.878593 #train# step  440, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:40.206504 #train# step  441, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:41.566049 #train# step  442, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:43.022614 #train# step  443, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:25:44.440942 #train# step  444, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:25:45.770296 #train# step  445, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:47.109430 #train# step  446, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:48.405624 #train# step  447, loss = nan, cross_entropy loss = inf, 1.2 sec/batch
2019-05-04 21:25:49.753187 #train# step  448, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:51.157860 #train# step  449, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:25:52.554001 #train# step  450, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:53.891195 #train# step  451, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:55.228968 #train# step  452, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:56.562921 #train# step  453, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:57.938850 #train# step  454, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:25:59.355172 #train# step  455, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:26:00.770231 #train# step  456, loss = nan, cross_entropy loss = inf, 1.4 sec/batch
2019-05-04 21:26:02.113040 #train# step  457, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:03.455579 #train# step  458, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:04.778525 #train# step  459, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
2019-05-04 21:26:06.140717 #train# step  460, loss = nan, cross_entropy loss = inf, 1.3 sec/batch
